Year,Month,Date,Primary Type,Description,Location Description,Arrest,Community Area,Latitude,Longitude
2005,3,2005-03-17 20:00:00,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,2,42.012048033,-87.700503994
2005,3,2005-03-14 20:45:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2,41.998653781,-87.686252217
2005,3,2005-03-17 14:45:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, GROUNDS",False,2,41.992738480999996,-87.69825642299999
2005,3,2005-03-16 23:30:00,CRIMINAL TRESPASS,TO LAND,OTHER,True,2,41.990653114000004,-87.681165049
2005,3,2005-03-16 23:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2,42.000188516,-87.702155657
2005,3,2005-03-16 20:30:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2,42.01291101,-87.68890063299999
2005,3,2005-03-18 00:58:00,THEFT,$500 AND UNDER,STREET,False,2,41.994246314,-87.68086718299999
2005,3,2005-03-17 12:00:00,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,2,41.984032004,-87.700398992
2005,3,2005-03-01 08:45:00,THEFT,OVER $500,STREET,False,2,41.999831028,-87.70703014600001
2005,3,2005-03-16 22:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,True,2,41.997870415,-87.681661584
2005,3,2005-03-16 07:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2,41.995851357,-87.693980209
2005,3,2005-03-12 12:00:00,MOTOR VEHICLE THEFT,ATT: AUTOMOBILE,OTHER,False,2,41.997442055,-87.706247907
2005,3,2005-03-16 15:30:00,OTHER OFFENSE,TELEPHONE THREAT,COMMERCIAL / BUSINESS OFFICE,False,2,42.011949635,-87.70507143799999
2005,3,2005-03-18 13:10:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2,41.99753267,-87.701254835
2005,3,2005-03-18 12:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2,41.992533813,-87.679880429
2005,3,2005-03-18 02:00:00,THEFT,$500 AND UNDER,APARTMENT,False,2,41.992197733000005,-87.68110146
2005,3,2005-03-18 08:30:00,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE PORCH/HALLWAY,False,2,41.992756121999996,-87.67988551299999
2005,3,2005-03-18 19:00:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,2,41.998100567,-87.694781762
2005,3,2005-03-19 01:03:00,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,True,2,42.00488935,-87.69768672299999
2005,3,2005-03-19 00:20:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,True,2,41.999977704,-87.677762442
2005,3,2005-03-18 09:00:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,2,41.98447383,-87.69692618100001
2005,3,2005-03-05 20:00:00,THEFT,$500 AND UNDER,STREET,False,2,41.985642436999996,-87.694380296
2005,3,2005-03-18 19:31:56,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2,42.003714781,-87.681528363
2005,3,2005-03-06 21:30:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,2,41.998229556999995,-87.69478415100001
2005,3,2005-03-17 18:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,ALLEY,False,2,41.99819919,-87.708212352
2005,3,2005-03-18 19:10:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2,41.983149,-87.693581353
2005,3,2005-03-18 19:48:58,CRIMINAL TRESPASS,TO LAND,RESTAURANT,True,2,41.990068809,-87.706824223
2005,3,2005-03-18 08:45:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESTAURANT,True,2,41.997804759,-87.685576552
2005,3,2005-03-19 03:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2,41.99976396,-87.685063701
2005,3,2005-03-18 10:00:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,2,41.994919627,-87.689792154
2005,3,2005-03-18 10:55:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,2,42.018244679,-87.690186314
2005,3,2005-03-18 22:30:00,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,2,41.985856879,-87.702889425
2005,3,2005-03-18 22:00:00,THEFT,$500 AND UNDER,STREET,False,2,42.015641099,-87.687857424
2005,3,2005-03-19 01:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,2,42.00488935,-87.69768672299999
2005,3,2005-03-19 00:00:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,2,42.00488935,-87.69768672299999
2005,3,2005-03-18 15:00:00,THEFT,$500 AND UNDER,STREET,False,2,42.010305267,-87.697982364
2005,3,2005-03-19 22:00:00,OTHER OFFENSE,TELEPHONE THREAT,NURSING HOME/RETIREMENT HOME,False,2,42.012253154,-87.691483053
2005,3,2005-03-18 17:37:57,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,2,42.007679421,-87.69359686700001
2005,3,2005-03-18 16:30:00,THEFT,$500 AND UNDER,STREET,False,2,42.010302788000004,-87.69803022299999
2005,3,2005-03-16 19:25:00,ROBBERY,ATTEMPT: ARMED-HANDGUN,DRUG STORE,False,2,41.983750646,-87.69616835
2005,3,2005-03-19 10:00:00,THEFT,$500 AND UNDER,RESIDENCE,False,2,41.989232021999996,-87.699361681
2005,3,2005-03-18 20:00:00,THEFT,$500 AND UNDER,STREET,False,2,42.009390917,-87.69838149200001
2005,3,2005-03-20 04:28:55,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,True,2,41.987650391,-87.690795975
2005,3,2005-03-17 14:30:00,BURGLARY,FORCIBLE ENTRY,COMMERCIAL / BUSINESS OFFICE,False,2,41.991598371,-87.709031036
2005,3,2005-03-20 18:45:00,THEFT,OVER $500,STREET,False,2,41.997551365999996,-87.700165714
2005,3,2005-03-20 08:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2,42.009235986,-87.681994491
2005,3,2005-03-20 02:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2,41.994717899,-87.69101182799999
2005,3,2005-03-20 20:50:00,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,False,2,41.987441215,-87.698081025
2005,3,2005-03-20 16:47:59,BATTERY,SIMPLE,OTHER,True,2,41.992982985,-87.69582981200001
2005,3,2005-03-20 21:30:00,BATTERY,SIMPLE,SIDEWALK,False,2,42.00488935,-87.69768672299999
2005,3,2005-03-20 23:22:42,ASSAULT,SIMPLE,RESTAURANT,False,2,41.997785953000005,-87.68662153700001
2005,3,2005-03-20 21:00:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,2,41.999868643,-87.703372879
2005,3,2005-03-18 19:00:00,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,2,42.000322016999995,-87.698497414
2005,3,2005-03-18 18:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,2,42.017430302,-87.68932236399999
2005,3,2005-03-18 21:00:00,THEFT,OVER $500,STREET,False,2,42.011203503000004,-87.698142687
2005,3,2005-03-21 16:00:00,THEFT,POCKET-PICKING,SMALL RETAIL STORE,False,2,42.018434017,-87.690184406
2005,3,2005-03-21 16:00:00,THEFT,POCKET-PICKING,SMALL RETAIL STORE,False,2,42.018434017,-87.690184406
2005,3,2005-03-18 08:00:00,THEFT,$500 AND UNDER,RESIDENCE,False,2,42.007234234,-87.69496270299999
2005,3,2005-03-21 12:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,2,41.994942181,-87.700761774
2005,3,2005-03-21 17:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2,41.99632729,-87.69715757899999
2005,3,2005-03-05 17:40:49,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2,41.997572266,-87.698980921
2005,3,2005-03-21 20:20:00,THEFT,$500 AND UNDER,STREET,False,2,41.996577268,-87.70567882799999
2005,3,2005-03-22 07:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,2,41.991938724,-87.705522084
2005,3,2005-03-21 20:00:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,2,42.016919291,-87.68434486299999
2005,3,2005-03-21 01:15:00,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,PARKING LOT/GARAGE(NON.RESID.),True,2,41.997682417,-87.69262646
2005,3,2005-03-20 07:00:00,THEFT,$500 AND UNDER,STREET,False,2,42.006390699,-87.683039015
2005,3,2005-03-21 22:38:55,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,2,41.996624032,-87.692291271
2005,3,2005-03-21 08:30:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,2,42.01180164,-87.69024018799999
2005,3,2005-03-22 09:00:00,THEFT,$500 AND UNDER,STREET,False,2,41.999661358000004,-87.682934625
2005,3,2005-03-16 19:04:42,NARCOTICS,MANU/DEL:CANNABIS OVER 10 GMS,APARTMENT,True,2,41.992175447,-87.70115334399999
2005,3,2005-03-16 21:40:00,NARCOTICS,POSS: CRACK,PARKING LOT/GARAGE(NON.RESID.),True,2,41.997423280999996,-87.707333347
2005,3,2005-03-17 18:45:00,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,SIDEWALK,True,2,41.994974508,-87.68979160100001
2005,3,2005-03-23 04:40:13,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,2,41.984113564,-87.696786324
2005,3,2005-03-23 14:00:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,2,41.991323471,-87.69942921100001
2005,3,2005-03-18 12:00:00,THEFT,$500 AND UNDER,STREET,False,2,41.983373861,-87.695524775
2005,3,2005-03-23 13:42:04,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,2,41.999994156,-87.708261005
2005,3,2005-03-22 21:15:00,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,2,41.99775681,-87.688269956
2005,3,2005-03-23 02:10:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2,41.98543143,-87.702871553
2005,3,2005-03-22 10:13:59,CRIMINAL DAMAGE,TO PROPERTY,OTHER,False,2,41.994683545,-87.692229814
2005,3,2005-03-18 08:30:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2,41.998301087,-87.687458785
2005,3,2005-03-22 14:14:52,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,False,2,41.986790408000005,-87.69355593
2005,3,2005-03-20 20:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2,41.996687222,-87.687408885
2005,3,2005-03-23 15:55:37,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2,41.998460955,-87.700892475
2005,3,2005-03-23 23:00:00,THEFT,OVER $500,STREET,False,2,41.994872799,-87.694674239
2005,3,2005-03-23 23:00:00,THEFT,OVER $500,ALLEY,False,2,41.998435401,-87.694789451
2005,3,2005-03-20 21:15:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,2,41.992276073,-87.682332969
2005,3,2005-03-16 12:00:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,False,2,41.99508395,-87.682433108
2005,3,2005-03-24 18:00:00,CRIMINAL DAMAGE,TO PROPERTY,STREET,False,2,41.996417271,-87.70202370000001
2005,3,2005-03-24 19:30:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),False,2,41.998155448,-87.694781213
2005,3,2005-03-24 14:50:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),False,2,41.998489063,-87.683811102
2005,3,2005-03-24 22:50:00,ROBBERY,STRONGARM - NO WEAPON,STREET,False,2,41.983699893,-87.700387569
2005,3,2005-03-23 21:30:00,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,True,2,41.993593501,-87.68237104399999
2005,3,2005-03-02 16:00:00,BATTERY,SIMPLE,RESTAURANT,False,2,41.994792775,-87.69954561
2005,3,2005-03-23 21:45:56,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2,42.000114425999996,-87.702156389
2005,3,2005-03-24 13:17:15,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,2,41.994846917,-87.688571564
2005,3,2005-03-17 09:57:43,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,2,41.992738480999996,-87.69825642299999
2005,3,2005-03-21 14:47:06,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,OTHER,True,2,41.997630572,-87.69563627299999
2005,3,2005-03-25 12:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2,41.996290126999995,-87.698375621
2005,3,2005-03-25 14:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,2,41.993156218,-87.68852241399999
2005,3,2005-03-22 23:00:00,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,False,2,42.002364384,-87.68148328
2005,3,2005-03-24 22:55:00,ROBBERY,STRONGARM - NO WEAPON,STREET,False,2,42.007628338,-87.696253919
2005,3,2005-03-25 06:30:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,2,41.99507821,-87.68529887
2005,3,2005-03-24 14:30:00,THEFT,OVER $500,STREET,False,2,41.991821834,-87.70672978399999
2005,3,2005-03-22 19:00:00,THEFT,$500 AND UNDER,STREET,False,2,41.997713112,-87.69075361899999
2005,3,2005-03-24 18:00:00,THEFT,$500 AND UNDER,STREET,False,2,41.998542637,-87.685035629
2005,3,2005-03-25 19:30:44,ASSAULT,SIMPLE,NURSING HOME/RETIREMENT HOME,False,2,42.012253586,-87.691560322
2005,3,2005-03-24 18:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,2,41.993081294,-87.70070295
2005,3,2005-03-23 21:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2,41.992228608000005,-87.69489195700001
2005,3,2005-03-26 01:20:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,2,42.019470411,-87.69296715899999
2005,3,2005-03-25 08:00:00,THEFT,$500 AND UNDER,STREET,False,2,41.996385113,-87.694721657
2005,3,2005-03-19 22:00:00,THEFT,OVER $500,STREET,False,2,42.014875899,-87.706753763
2005,3,2005-03-26 21:06:00,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,False,2,42.014569918,-87.692585783
2005,3,2005-03-26 02:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,2,42.002052738,-87.694878373
2005,3,2005-03-26 12:34:54,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,True,2,42.011253315,-87.69574307399999
2005,3,2005-03-25 10:00:00,THEFT,FROM BUILDING,HOTEL/MOTEL,True,2,41.983373861,-87.695524775
2005,3,2005-03-24 17:58:59,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,True,2,42.018487534,-87.68896209200001
2005,3,2005-03-26 21:06:12,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,2,41.998638501,-87.69479477899999
2005,3,2005-03-26 16:10:00,PUBLIC PEACE VIOLATION,ARSON THREAT,RESIDENCE,False,2,41.989502743,-87.695721082
2005,3,2005-03-26 22:09:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,True,2,41.989539436,-87.699373344
2005,3,2005-03-27 14:20:00,ASSAULT,SIMPLE,ALLEY,False,2,42.016329369,-87.690209293
2005,3,2005-03-28 02:32:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2,42.006420601,-87.68153753700001
2005,3,2005-03-24 15:00:00,THEFT,FROM BUILDING,RESIDENCE,False,2,41.989125136999995,-87.70688497399999
2005,3,2005-03-28 00:58:00,CRIMINAL DAMAGE,TO PROPERTY,STREET,True,2,41.997676381,-87.693020157
2005,3,2005-03-27 03:31:11,ASSAULT,SIMPLE,SIDEWALK,False,2,41.994921027,-87.688574495
2005,3,2005-03-26 09:16:00,THEFT,OVER $500,STREET,False,2,42.008996056,-87.688101224
2005,3,2005-03-27 04:10:30,THEFT,$500 AND UNDER,STREET,False,2,41.993973768000004,-87.699818597
2005,3,2005-03-26 14:35:33,ASSAULT,SIMPLE,APARTMENT,True,2,41.993047583,-87.694615236
2005,3,2005-03-26 17:26:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,2,42.002225812,-87.680277948
2005,3,2005-03-26 23:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2,41.991834271,-87.682819355
2005,3,2005-03-27 15:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2,41.986807234000004,-87.690182835
2005,3,2005-03-28 14:30:00,THEFT,OVER $500,STREET,False,2,42.008652318,-87.688950977
2005,3,2005-03-28 05:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2,41.998915651,-87.67727301
2005,3,2005-03-27 12:57:41,ASSAULT,SIMPLE,APARTMENT,False,2,41.996008044,-87.68424835100001
2005,3,2005-03-28 19:36:56,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2,42.016240157,-87.687516494
2005,3,2005-03-27 12:00:00,THEFT,OVER $500,ALLEY,False,2,42.007859841999995,-87.688079591
2005,3,2005-03-27 17:00:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,2,42.018604147,-87.69018269200001
2005,3,2005-03-28 13:45:00,ASSAULT,SIMPLE,RESIDENCE,False,2,42.015770414,-87.706737622
2005,3,2005-03-26 13:00:00,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,2,42.003611477,-87.697357279
2005,3,2005-03-28 22:30:00,THEFT,$500 AND UNDER,STREET,False,2,42.002054311,-87.704609571
2005,3,2005-03-28 19:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,2,42.009349673,-87.700354124
2005,3,2005-03-28 22:00:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,2,41.994461105999996,-87.705607655
2005,3,2005-03-24 19:00:00,THEFT,FROM BUILDING,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,False,2,41.99749087,-87.703635455
2005,3,2005-03-28 10:00:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,2,41.990413167,-87.70455861399999
2005,3,2005-03-29 10:00:00,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,2,41.990413167,-87.70455861399999
2005,3,2005-03-28 17:00:00,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,2,41.998314254,-87.69966886
2005,3,2005-03-27 21:00:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,False,2,42.011089081,-87.70327321399999
2005,3,2005-03-29 15:53:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,GAS STATION,False,2,41.983251958000004,-87.695316345
2005,3,2005-03-29 21:30:00,THEFT,OVER $500,STREET,False,2,41.992894031999995,-87.689724274
2005,3,2005-03-28 04:25:12,BATTERY,SIMPLE,STREET,False,2,41.996569185,-87.68984543200001
2005,3,2005-03-28 21:00:00,THEFT,OVER $500,STREET,False,2,42.013917596,-87.698159839
2005,3,2005-03-29 12:20:00,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,2,42.003611477,-87.697357279
2005,3,2005-03-29 23:00:00,BATTERY,SIMPLE,SIDEWALK,False,2,42.008443161,-87.700683224
2005,3,2005-03-29 17:07:02,BATTERY,SIMPLE,SIDEWALK,False,2,42.003032804,-87.698908286
2005,3,2005-03-26 01:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,2,41.994622833,-87.697100981
2005,3,2005-03-29 23:50:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,True,2,41.996849138,-87.689853648
2005,3,2005-03-29 12:53:30,BATTERY,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,2,42.015164168000005,-87.697297389
2005,3,2005-03-29 21:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2,41.994852802,-87.701972945
2005,3,2005-03-30 18:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,2,42.011253315,-87.69574307399999
2005,3,2005-03-29 12:00:00,THEFT,FROM BUILDING,RESIDENCE,False,2,41.994846917,-87.688571564
2005,3,2005-03-30 18:09:10,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,2,42.000053459,-87.69116419299999
2005,3,2005-03-30 21:31:40,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,True,2,41.992805849,-87.697041827
2005,3,2005-03-27 00:01:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,2,41.994960747,-87.687341733
2005,3,2005-03-29 15:42:13,SEX OFFENSE,PUBLIC INDECENCY,SIDEWALK,True,2,41.996217278,-87.699594015
2005,3,2005-03-30 16:15:00,CRIMINAL DAMAGE,TO PROPERTY,NURSING HOME/RETIREMENT HOME,False,2,42.003535028,-87.68031974700001
2005,3,2005-03-30 22:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2,42.014080017,-87.687921047
2005,3,2005-03-30 22:10:15,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,2,42.011301687,-87.693586328
2005,3,2005-03-29 22:06:51,CRIMINAL TRESPASS,TO LAND,GROCERY FOOD STORE,True,2,42.002225812,-87.680277948
2005,3,2005-03-28 23:00:00,THEFT,OVER $500,STREET,False,2,41.99301189,-87.69461191399999
2005,3,2005-03-29 12:35:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,"SCHOOL, PUBLIC, BUILDING",False,2,41.987362911999995,-87.70229340200001
2005,3,2005-03-30 09:10:38,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2,41.996307115,-87.704452775
2005,3,2005-03-31 00:00:00,THEFT,$500 AND UNDER,STREET,False,2,41.999955885,-87.694825756
2005,3,2005-03-31 16:00:00,OTHER OFFENSE,OBSCENE TELEPHONE CALLS,APARTMENT,False,2,42.011363066,-87.69081862799999
2005,3,2005-03-31 14:00:00,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,False,2,41.983724248,-87.702818514
2005,3,2005-03-31 18:00:00,THEFT,FROM BUILDING,OTHER,False,2,42.012259884,-87.69121436799999
2005,3,2005-03-31 16:10:00,BATTERY,AGGRAVATED:KNIFE/CUTTING INSTR,ALLEY,False,2,41.993476939000004,-87.68359352799999
2005,3,2005-03-30 12:05:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,2,41.998689453000004,-87.686251856
2005,3,2005-03-30 21:00:00,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,2,42.008206259,-87.690151301
2005,3,2005-03-29 23:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2,41.991166289,-87.704278995
2005,3,2005-03-30 18:45:00,CRIMINAL DAMAGE,TO VEHICLE,OTHER,False,2,42.012156838,-87.69586651899999
2005,3,2005-03-29 17:37:48,BATTERY,SIMPLE,APARTMENT,True,2,41.994846917,-87.688571564
2005,3,2005-03-30 13:00:00,THEFT,RETAIL THEFT,DRUG STORE,True,2,41.983750646,-87.69616835
2005,3,2005-03-31 22:30:00,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,2,42.011563504,-87.69972503299999
2005,3,2005-03-29 22:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2,42.006390699,-87.683039015
2005,3,2005-03-21 09:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,False,2,41.99278664,-87.697042019
2005,3,2005-03-31 15:20:07,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,STREET,True,2,41.992293024,-87.677116635
2005,3,2005-03-31 11:01:00,CRIMINAL TRESPASS,TO STATE SUP LAND,"SCHOOL, PUBLIC, GROUNDS",True,2,41.987362911999995,-87.70229340200001
2005,3,2005-03-27 18:20:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,2,42.002225812,-87.680277948
2005,3,2005-03-28 01:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2,41.991273326999995,-87.704281619
2005,3,2005-03-09 13:49:00,THEFT,$500 AND UNDER,STREET,False,2,41.999938045,-87.67898794700001
2005,3,2005-03-30 12:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,2,41.983682653,-87.705242752
2005,3,2005-03-02 18:00:00,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,CONVENIENCE STORE,True,2,41.996552721,-87.68984559799999
2005,3,2005-03-02 17:37:00,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,CONVENIENCE STORE,True,2,41.99094269,-87.68968507700001
2005,3,2005-03-02 18:19:00,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,TAVERN/LIQUOR STORE,True,2,42.008077269,-87.690148921
2005,3,2005-03-31 15:00:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,2,41.993081294,-87.70070295
2005,3,2005-03-18 19:06:00,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,DRUG STORE,True,2,41.997544796999996,-87.700467444
2005,3,2005-03-18 19:20:00,LIQUOR LAW VIOLATION,SELL/GIVE/DEL LIQUOR TO MINOR,CONVENIENCE STORE,True,2,41.997511423,-87.702380769
2005,3,2005-03-26 05:10:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,2,41.99792943,-87.704543489
2005,3,2005-03-28 14:00:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,2,42.017597945,-87.695756981
2005,3,2005-03-21 09:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,2,42.00488935,-87.69768672299999
2005,3,2005-03-28 16:00:00,BURGLARY,FORCIBLE ENTRY,OTHER,False,2,41.994538705,-87.70074737600001
2005,3,2005-03-25 13:49:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,BANK,True,2,41.998589249,-87.68990601600001
2005,3,2005-03-02 21:09:32,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,2,41.994578337,-87.701964622
2005,3,2005-03-09 00:34:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,2,41.995984676,-87.68545521700001
2005,3,2005-03-10 15:18:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,2,41.988594151,-87.69616787
2005,3,2005-03-04 02:00:00,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,HOTEL/MOTEL,False,2,41.99052591,-87.707614283
2005,3,2005-03-01 23:10:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENCE,True,2,41.989546956,-87.69085414799999
2005,3,2005-03-31 00:00:00,THEFT,ATTEMPT THEFT,OTHER,False,2,41.993835505999996,-87.67715964799999
2005,3,2005-03-11 22:40:00,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,ALLEY,True,2,42.000160283,-87.696052494
2005,3,2005-03-28 23:00:00,THEFT,$500 AND UNDER,STREET,False,2,41.997884419,-87.680745406
2005,3,2005-03-16 22:40:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),True,2,42.018244679,-87.690186314
