Year,Month,Primary Type,Community Area,Arrest,Description,Location Description,Count
2001,1,CRIMINAL DAMAGE,76,True,TO VEHICLE,HOTEL/MOTEL,1
2001,1,CRIMINAL SEXUAL ASSAULT,27,False,PREDATORY,RESIDENCE,1
2001,1,CRIMINAL SEXUAL ASSAULT,35,True,PREDATORY,APARTMENT,1
2001,1,CRIMINAL TRESPASS,76,False,TO LAND,AIRPORT/AIRCRAFT,3
2001,1,CRIMINAL TRESPASS,76,True,TO LAND,AIRPORT/AIRCRAFT,22
2001,1,CRIMINAL TRESPASS,76,True,TO LAND,HOTEL/MOTEL,1
2001,1,CRIMINAL TRESPASS,76,True,TO STATE SUP LAND,AIRPORT/AIRCRAFT,2
2001,1,DECEPTIVE PRACTICE,1,False,BOGUS CHECK,APARTMENT,1
2001,1,DECEPTIVE PRACTICE,1,False,FRAUD OR CONFIDENCE GAME,OTHER,1
2001,1,DECEPTIVE PRACTICE,1,True,EMBEZZLEMENT,"SCHOOL, PRIVATE, GROUNDS",1
2001,1,DECEPTIVE PRACTICE,1,True,FORGERY,OTHER,1
2001,1,DECEPTIVE PRACTICE,13,False,CREDIT CARD FRAUD,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,16,False,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,16,True,EMBEZZLEMENT,COMMERCIAL / BUSINESS OFFICE,1
2001,1,DECEPTIVE PRACTICE,17,False,FORGERY,BANK,1
2001,1,DECEPTIVE PRACTICE,19,False,FORGERY,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,2,False,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,1
2001,1,DECEPTIVE PRACTICE,20,True,FRAUD OR CONFIDENCE GAME,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,25,False,CREDIT CARD FRAUD,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,25,False,FRAUD OR CONFIDENCE GAME,BANK,1
2001,1,DECEPTIVE PRACTICE,28,True,EMBEZZLEMENT,COMMERCIAL / BUSINESS OFFICE,1
2001,1,DECEPTIVE PRACTICE,29,False,FRAUD OR CONFIDENCE GAME,OTHER,1
2001,1,DECEPTIVE PRACTICE,31,False,CREDIT CARD FRAUD,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,32,False,CREDIT CARD FRAUD,COMMERCIAL / BUSINESS OFFICE,1
2001,1,DECEPTIVE PRACTICE,33,False,FORGERY,CREDIT UNION,1
2001,1,DECEPTIVE PRACTICE,34,False,CREDIT CARD FRAUD,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,39,False,FRAUD OR CONFIDENCE GAME,CONSTRUCTION SITE,1
2001,1,DECEPTIVE PRACTICE,40,False,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,1
2001,1,DECEPTIVE PRACTICE,43,False,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,43,False,FORGERY,BANK,1
2001,1,DECEPTIVE PRACTICE,44,False,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,44,False,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,1
2001,1,DECEPTIVE PRACTICE,45,False,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,46,False,BOGUS CHECK,CURRENCY EXCHANGE,1
2001,1,DECEPTIVE PRACTICE,52,False,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,56,False,BOGUS CHECK,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,56,False,"THEFT BY LESSEE,NON-VEH",OTHER,1
2001,1,DECEPTIVE PRACTICE,58,False,FINAN EXPLOIT-ELDERLY/DISABLED,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,60,False,FRAUD OR CONFIDENCE GAME,APARTMENT,1
2001,1,DECEPTIVE PRACTICE,61,False,BOGUS CHECK,WAREHOUSE,1
2001,1,DECEPTIVE PRACTICE,61,True,FRAUD OR CONFIDENCE GAME,GOVERNMENT BUILDING/PROPERTY,1
2001,1,DECEPTIVE PRACTICE,63,False,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,64,False,EMBEZZLEMENT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1
2001,1,DECEPTIVE PRACTICE,65,False,AGGRAVATED FINANCIAL IDENTITY THEFT,OTHER,1
2001,1,DECEPTIVE PRACTICE,66,False,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,66,False,FORGERY,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,72,False,FORGERY,COMMERCIAL / BUSINESS OFFICE,1
2001,1,DECEPTIVE PRACTICE,73,False,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,74,False,FRAUD OR CONFIDENCE GAME,RESIDENCE,1
2001,1,DECEPTIVE PRACTICE,76,False,CREDIT CARD FRAUD,AIRPORT/AIRCRAFT,3
2001,1,DECEPTIVE PRACTICE,76,False,CREDIT CARD FRAUD,OTHER,1
2001,1,DECEPTIVE PRACTICE,76,False,FRAUD OR CONFIDENCE GAME,AIRPORT/AIRCRAFT,1
2001,1,DECEPTIVE PRACTICE,76,False,FRAUD OR CONFIDENCE GAME,GOVERNMENT BUILDING/PROPERTY,1
2001,1,DECEPTIVE PRACTICE,76,False,"THEFT BY LESSEE,MOTOR VEH",AIRPORT/AIRCRAFT,7
2001,1,DECEPTIVE PRACTICE,76,False,"THEFT BY LESSEE,MOTOR VEH",PARKING LOT/GARAGE(NON.RESID.),1
2001,1,DECEPTIVE PRACTICE,76,False,THEFT OF LABOR/SERVICES,OTHER,1
2001,1,DECEPTIVE PRACTICE,76,True,CREDIT CARD FRAUD,AIRPORT/AIRCRAFT,1
2001,1,DECEPTIVE PRACTICE,76,True,EMBEZZLEMENT,AIRPORT/AIRCRAFT,2
2001,1,DECEPTIVE PRACTICE,76,True,STOLEN PROP: BUY/RECEIVE/POS.,AIRPORT/AIRCRAFT,1
2001,1,DECEPTIVE PRACTICE,76,True,"THEFT BY LESSEE,MOTOR VEH",AIRPORT/AIRCRAFT,1
2001,1,DECEPTIVE PRACTICE,8,False,CREDIT CARD FRAUD,BANK,1
2001,1,DECEPTIVE PRACTICE,8,False,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER,1
2001,1,DECEPTIVE PRACTICE,8,False,FRAUD OR CONFIDENCE GAME,OTHER,1
2001,1,DECEPTIVE PRACTICE,8,True,FRAUD OR CONFIDENCE GAME,MEDICAL/DENTAL OFFICE,1
2001,1,HOMICIDE,14,True,FIRST DEGREE MURDER,STREET,1
2001,1,HOMICIDE,16,True,FIRST DEGREE MURDER,STREET,1
2001,1,HOMICIDE,19,True,FIRST DEGREE MURDER,STREET,1
2001,1,HOMICIDE,21,False,FIRST DEGREE MURDER,AUTO,1
2001,1,HOMICIDE,21,False,FIRST DEGREE MURDER,RETAIL STORE,1
2001,1,HOMICIDE,22,False,FIRST DEGREE MURDER,AUTO,1
2001,1,HOMICIDE,23,True,FIRST DEGREE MURDER,APARTMENT,1
2001,1,HOMICIDE,23,True,FIRST DEGREE MURDER,AUTO,1
2001,1,HOMICIDE,25,False,FIRST DEGREE MURDER,AUTO,1
2001,1,HOMICIDE,25,False,FIRST DEGREE MURDER,TAVERN,1
2001,1,HOMICIDE,25,True,FIRST DEGREE MURDER,APARTMENT,1
2001,1,HOMICIDE,25,True,FIRST DEGREE MURDER,GAS STATION DRIVE/PROP.,1
2001,1,HOMICIDE,25,True,FIRST DEGREE MURDER,RESTAURANT,1
2001,1,HOMICIDE,26,True,FIRST DEGREE MURDER,STREET,1
2001,1,HOMICIDE,28,False,FIRST DEGREE MURDER,CHA STAIRWELL,1
2001,1,HOMICIDE,31,False,FIRST DEGREE MURDER,AUTO,1
2001,1,HOMICIDE,43,True,FIRST DEGREE MURDER,APARTMENT,1
2001,1,HOMICIDE,43,True,FIRST DEGREE MURDER,STREET,2
2001,1,HOMICIDE,44,False,FIRST DEGREE MURDER,RETAIL STORE,1
2001,1,HOMICIDE,46,True,FIRST DEGREE MURDER,STREET,1
2001,1,HOMICIDE,49,True,FIRST DEGREE MURDER,AUTO,1
2001,1,HOMICIDE,53,True,FIRST DEGREE MURDER,ALLEY,1
2001,1,HOMICIDE,6,True,FIRST DEGREE MURDER,APARTMENT,1
2001,1,HOMICIDE,61,True,FIRST DEGREE MURDER,APARTMENT,1
2001,1,HOMICIDE,68,False,FIRST DEGREE MURDER,AUTO,1
2001,1,HOMICIDE,71,True,FIRST DEGREE MURDER,APARTMENT,1
2001,1,HOMICIDE,73,True,FIRST DEGREE MURDER,STREET,1
2001,1,MOTOR VEHICLE THEFT,13,False,AUTOMOBILE,STREET,1
2001,1,MOTOR VEHICLE THEFT,19,False,AUTOMOBILE,STREET,1
2001,1,MOTOR VEHICLE THEFT,22,False,AUTOMOBILE,STREET,1
2001,1,MOTOR VEHICLE THEFT,23,False,AUTOMOBILE,STREET,1
2001,1,MOTOR VEHICLE THEFT,25,False,AUTOMOBILE,STREET,2
2001,1,MOTOR VEHICLE THEFT,26,False,"TRUCK, BUS, MOTOR HOME",STREET,1
2001,1,MOTOR VEHICLE THEFT,31,False,AUTOMOBILE,STREET,1
2001,1,MOTOR VEHICLE THEFT,40,False,AUTOMOBILE,STREET,1
2001,1,MOTOR VEHICLE THEFT,43,False,"TRUCK, BUS, MOTOR HOME",STREET,1
2001,1,MOTOR VEHICLE THEFT,54,False,AUTOMOBILE,CHA PARKING LOT/GROUNDS,1
2001,1,MOTOR VEHICLE THEFT,56,False,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),1
2001,1,MOTOR VEHICLE THEFT,65,False,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),1
2001,1,MOTOR VEHICLE THEFT,66,False,AUTOMOBILE,STREET,1
2001,1,MOTOR VEHICLE THEFT,67,False,"TRUCK, BUS, MOTOR HOME",STREET,1
2001,1,MOTOR VEHICLE THEFT,69,True,AUTOMOBILE,STREET,1
2001,1,MOTOR VEHICLE THEFT,70,False,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),1
2001,1,MOTOR VEHICLE THEFT,71,False,AUTOMOBILE,STREET,1
2001,1,MOTOR VEHICLE THEFT,76,False,AUTOMOBILE,AIRPORT/AIRCRAFT,1
2001,1,MOTOR VEHICLE THEFT,76,False,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),2
2001,1,MOTOR VEHICLE THEFT,76,True,ATT: AUTOMOBILE,AIRPORT/AIRCRAFT,1
2001,1,MOTOR VEHICLE THEFT,76,True,AUTOMOBILE,AIRPORT/AIRCRAFT,1
2001,1,MOTOR VEHICLE THEFT,76,True,THEFT/RECOVERY: AUTOMOBILE,AIRPORT/AIRCRAFT,1
2001,1,MOTOR VEHICLE THEFT,76,True,THEFT/RECOVERY: AUTOMOBILE,OTHER,1
2001,1,MOTOR VEHICLE THEFT,76,True,THEFT/RECOVERY: AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),1
2001,1,MOTOR VEHICLE THEFT,76,True,THEFT/RECOVERY: AUTOMOBILE,STREET,1
2001,1,MOTOR VEHICLE THEFT,76,True,"TRUCK, BUS, MOTOR HOME",AIRPORT/AIRCRAFT,1
2001,1,MOTOR VEHICLE THEFT,8,False,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),1
2001,1,NARCOTICS,23,True,POSS: CRACK,SIDEWALK,1
2001,1,NARCOTICS,25,True,POSS: CRACK,STREET,1
2001,1,NARCOTICS,25,True,POSS: HEROIN(BLACK TAR),STREET,1
2001,1,NARCOTICS,25,True,POSS: HEROIN(WHITE),STREET,2
2001,1,NARCOTICS,27,True,POSS: CRACK,OTHER,1
2001,1,NARCOTICS,27,True,POSS: CRACK,SIDEWALK,1
2001,1,NARCOTICS,76,True,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING/PROPERTY,1
2001,1,NARCOTICS,76,True,SALE/DEL HYPODERMIC NEEDLE,AIRPORT/AIRCRAFT,1
2001,1,OFFENSE INVOLVING CHILDREN,1,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,1,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,17,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,19,False,AGGRAVATED SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,19,False,CHILD ABUSE,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,19,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,19,False,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,19,True,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,20,False,AGG SEX ASSLT OF CHILD FAM MBR,OTHER,1
2001,1,OFFENSE INVOLVING CHILDREN,21,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,21,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,23,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,2
2001,1,OFFENSE INVOLVING CHILDREN,23,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,3
2001,1,OFFENSE INVOLVING CHILDREN,24,False,AGG CRIM SEX ABUSE FAM MEMBER,APARTMENT,1
2001,1,OFFENSE INVOLVING CHILDREN,25,False,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,1
2001,1,OFFENSE INVOLVING CHILDREN,25,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,2
2001,1,OFFENSE INVOLVING CHILDREN,25,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,25,False,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,27,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,2
2001,1,OFFENSE INVOLVING CHILDREN,27,True,CRIM SEX ABUSE BY FAM MEMBER,APARTMENT,1
2001,1,OFFENSE INVOLVING CHILDREN,28,False,CHILD PORNOGRAPHY,OTHER,1
2001,1,OFFENSE INVOLVING CHILDREN,29,False,AGG SEX ASSLT OF CHILD FAM MBR,CHA APARTMENT,1
2001,1,OFFENSE INVOLVING CHILDREN,29,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,29,True,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,3,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,3,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,30,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,2
2001,1,OFFENSE INVOLVING CHILDREN,30,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,38,False,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,1
2001,1,OFFENSE INVOLVING CHILDREN,38,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,39,False,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,4,False,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,2
2001,1,OFFENSE INVOLVING CHILDREN,40,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,40,True,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,1
2001,1,OFFENSE INVOLVING CHILDREN,42,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,43,False,CHILD ABUSE,APARTMENT,1
2001,1,OFFENSE INVOLVING CHILDREN,44,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,44,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,49,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,4
2001,1,OFFENSE INVOLVING CHILDREN,49,False,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,50,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,54,False,CHILD ABUSE,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,56,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,58,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,58,False,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,58,True,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,61,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,2
2001,1,OFFENSE INVOLVING CHILDREN,61,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,61,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,62,True,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,64,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,66,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,66,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,66,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,66,False,SEXUAL ASSAULT OF CHILD BY FAMILY MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,67,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,67,False,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,67,False,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,68,False,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,69,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,7,False,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,70,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,70,False,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,71,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,3
2001,1,OFFENSE INVOLVING CHILDREN,71,False,CONTRIBUTE DELINQUENCY OF A CHILD,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,71,True,CHILD ABUSE,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,72,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,75,False,AGG CRIM SEX ABUSE FAM MEMBER,RESIDENCE,1
2001,1,OFFENSE INVOLVING CHILDREN,77,False,AGG SEX ASSLT OF CHILD FAM MBR,APARTMENT,1
2001,1,OFFENSE INVOLVING CHILDREN,77,False,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,1
2001,1,OTHER OFFENSE,13,False,HARASSMENT BY TELEPHONE,APARTMENT,1
2001,1,OTHER OFFENSE,26,False,HARASSMENT BY TELEPHONE,RESIDENCE,1
2001,1,OTHER OFFENSE,27,False,OTHER CRIME INVOLVING PROPERTY,STREET,1
2001,1,OTHER OFFENSE,28,False,HARASSMENT BY TELEPHONE,RESIDENCE,1
2001,1,OTHER OFFENSE,28,False,OTHER CRIME INVOLVING PROPERTY,RESIDENCE,1
2001,1,OTHER OFFENSE,43,False,OTHER VEHICLE OFFENSE,STREET,1
2001,1,OTHER OFFENSE,47,False,HARASSMENT BY TELEPHONE,RESIDENCE,1
2001,1,OTHER OFFENSE,50,False,HARASSMENT BY TELEPHONE,RESIDENCE,1
2001,1,OTHER OFFENSE,66,False,OTHER CRIME AGAINST PERSON,"SCHOOL, PRIVATE, GROUNDS",1
2001,1,OTHER OFFENSE,75,False,HARASSMENT BY TELEPHONE,APARTMENT,1
2001,1,OTHER OFFENSE,76,False,HARASSMENT BY TELEPHONE,AIRPORT/AIRCRAFT,1
2001,1,OTHER OFFENSE,76,True,OTHER CRIME AGAINST PERSON,AIRPORT/AIRCRAFT,1
2001,1,OTHER OFFENSE,77,False,HARASSMENT BY TELEPHONE,APARTMENT,1
2001,1,OTHER OFFENSE,8,False,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,1
2001,1,PUBLIC PEACE VIOLATION,15,True,FALSE POLICE REPORT,STREET,1
2001,1,PUBLIC PEACE VIOLATION,76,False,BOMB THREAT,AIRPORT/AIRCRAFT,1
2001,1,ROBBERY,61,False,AGGRAVATED,STREET,1
2001,1,ROBBERY,61,False,AGGRAVATED VEHICULAR HIJACKING,STREET,1
2001,1,SEX OFFENSE,1,False,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,1,SEX OFFENSE,13,False,AGG CRIMINAL SEXUAL ABUSE,STREET,1
2001,1,SEX OFFENSE,15,False,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,1,SEX OFFENSE,16,False,AGG CRIMINAL SEXUAL ABUSE,APARTMENT,1
2001,1,SEX OFFENSE,16,True,CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,1,SEX OFFENSE,17,False,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,1,SEX OFFENSE,19,False,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,1
2001,1,SEX OFFENSE,22,False,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,1,SEX OFFENSE,23,False,CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,1,SEX OFFENSE,23,True,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1
2001,1,SEX OFFENSE,27,False,AGG CRIMINAL SEXUAL ABUSE,RESIDENCE,1
